District,State
Kolhapur,Maharashtra
Latur,Maharashtra
Nagpur,Maharashtra
Nanded,Maharashtra
Nandurbar,Maharashtra
Nashik,Maharashtra
Osmanabad,Maharashtra
Parbhani,Maharashtra
Pune,Maharashtra
Sangli,Maharashtra
Satara,Maharashtra
Solapur,Maharashtra
Wardha,Maharashtra
Washim,Maharashtra
Yavatmal,Maharashtra
Bishnupur,Manipur
Chandel,Manipur
Churachandpur,Manipur
Imphal,Manipur
Imphal East,Manipur
Imphal West,Manipur
Senapati,Manipur
Tamenglong,Manipur
Thoubal,Manipur
Ukhrul,Manipur
East Garo Hills,Meghalaya
East Khasi Hills,Meghalaya
Jaintia Hills,Meghalaya
West Garo Hills,Meghalaya
West Khasi Hills,Meghalaya
Aizwal,Mizoram
Champhai,Mizoram
Kolasib,Mizoram
Lawngtlai,Mizoram
Lunglei,Mizoram
Mamit,Mizoram
Saiha,Mizoram
Kohima,Nagaland
Mokokchung,Nagaland
Mon,Nagaland
Phek,Nagaland
Tuensang,Nagaland
Wokha,Nagaland
Zunheboto,Nagaland
Anugul,Odisha
Balangir,Odisha
Baleshwar,Odisha
Bargarh,Odisha
Baudh,Odisha
Bhadrak,Odisha
Cuttack,Odisha
Debagarh,Odisha
Dhenkanal,Odisha
Gajapati,Odisha
Ganjam,Odisha
Jagatsinghapur,Odisha
Jajapur,Odisha
Jharsuguda,Odisha
Kalahandi,Odisha
Kandhamal,Odisha
Kendrapara,Odisha
Kendujhar,Odisha
Khordha,Odisha
Koraput,Odisha
Malkangiri,Odisha
Mayurbhanj,Odisha
Nabarangapur,Odisha
Nayagarh,Odisha
Nuapada,Odisha
Puri,Odisha
Rayagada,Odisha
Sambalpur,Odisha
Sonapur,Odisha
Sundargarh,Odisha
Karaikal,Tamil Nadu
Pondicherry,Tamil Nadu
Yanam,Tamil Nadu
Amritsar,Punjab
Bathinda,Punjab
Faridkot,Punjab
Fatehgarh Sahib,Punjab
Firozpur,Punjab
Gurdaspur,Punjab
Hoshiarpur,Punjab
Jalandhar,Punjab
Kapurthala,Punjab
Ludhiana,Punjab
Mansa,Punjab
Moga,Punjab
Muktsar,Punjab
Nawanshahr,Punjab
Patiala,Punjab
Rupnagar,Punjab
Sangrur,Punjab
Ajmer,Rajasthan
Alwar,Rajasthan
Banswara,Rajasthan
Baran,Rajasthan
Barmer,Rajasthan
Bharatpur,Rajasthan
Bhilwara,Rajasthan
Bikaner,Rajasthan
Bundi,Rajasthan
Chittaurgarh,Rajasthan
Churu,Rajasthan
Dausa,Rajasthan
Dhaulpur,Rajasthan
Dungarpur,Rajasthan
Ganganagar,Rajasthan
Hanumangarh,Rajasthan
Jaipur,Rajasthan
Jaisalmer,Rajasthan
Jalor,Rajasthan
Jhalawar,Rajasthan
Jhunjhunun,Rajasthan
Jodhpur,Rajasthan
Karauli,Rajasthan
Kota,Rajasthan
Nagaur,Rajasthan
Pali,Rajasthan
Rajsamand,Rajasthan
Sawai Madhopur,Rajasthan
Sikar,Rajasthan
Sirohi,Rajasthan
Tonk,Rajasthan
Udaipur,Rajasthan
East Sikkim,Sikkim
North Sikkim,Sikkim
South Sikkim,Sikkim
West Sikkim,Sikkim
Ariyalur,Tamil Nadu
Chennai,Tamil Nadu
Coimbatore,Tamil Nadu
Cuddalore,Tamil Nadu
Dharmapuri,Tamil Nadu
Dindigul,Tamil Nadu
Erode,Tamil Nadu
Kancheepuram,Tamil Nadu
Karur,Tamil Nadu
Madurai,Tamil Nadu
Nagapattinam,Tamil Nadu
Namakkal,Tamil Nadu
Perambalur,Tamil Nadu
Pudukkottai,Tamil Nadu
Ramanathapuram,Tamil Nadu
Salem,Tamil Nadu
Sivaganga,Tamil Nadu
Thanjavur,Tamil Nadu
The Nilgiris,Tamil Nadu
Theni,Tamil Nadu
Thiruvallur,Tamil Nadu
Thiruvarur,Tamil Nadu
Thoothukkudi,Tamil Nadu
Tiruchirapalli,Tamil Nadu
Tirunelveli,Tamil Nadu
Tiruvannamalai,Tamil Nadu
Vellore,Tamil Nadu
Viluppuram,Tamil Nadu
Virudhunagar,Tamil Nadu
Dhalai,Tripura
North Tripura,Tripura
South Tripura,Tripura
West Tripura,Tripura
Agra,Uttar Pradesh
Aligarh,Uttar Pradesh
Allahabad,Uttar Pradesh
Ambedkar Nagar,Uttar Pradesh
Auraiya,Uttar Pradesh
Azamgarh,Uttar Pradesh
Baghpat,Uttar Pradesh
Bahraich,Uttar Pradesh
Ballia,Uttar Pradesh
Balrampur,Uttar Pradesh
Banda,Uttar Pradesh
Barabanki,Uttar Pradesh
Bareilly,Uttar Pradesh
Basti,Uttar Pradesh
Bijnor,Uttar Pradesh
Budaun,Uttar Pradesh
Bulandshahar,Uttar Pradesh
Chandauli,Uttar Pradesh
Chitrakoot,Uttar Pradesh
Deoria,Uttar Pradesh
Etah,Uttar Pradesh
Etawah,Uttar Pradesh
Faizabad,Uttar Pradesh
Farrukhabad,Uttar Pradesh
Fatehpur,Uttar Pradesh
Firozabad,Uttar Pradesh
Gautam Buddha Nagar,Uttar Pradesh
Ghaziabad,Uttar Pradesh
Ghazipur,Uttar Pradesh
Gonda,Uttar Pradesh
Gorakhpur,Uttar Pradesh
Hardoi,Uttar Pradesh
Hathras,Uttar Pradesh
Jalaun,Uttar Pradesh
Jaunpur,Uttar Pradesh
Jhansi,Uttar Pradesh
Jyotiba Phule Nagar,Uttar Pradesh
Kannauj,Uttar Pradesh
Kanpur Dehat,Uttar Pradesh
Kanpur Nagar,Uttar Pradesh
Kaushambi,Uttar Pradesh
Kheri,Uttar Pradesh
Kushinagar,Uttar Pradesh
Lalitpur,Uttar Pradesh
Lucknow,Uttar Pradesh
Maharajganj,Uttar Pradesh
Mahoba,Uttar Pradesh
Mainpuri,Uttar Pradesh
Mathura,Uttar Pradesh
Mau,Uttar Pradesh
Meerut,Uttar Pradesh
Mirzapur,Uttar Pradesh
Moradabad,Uttar Pradesh
Muzaffarnagar,Uttar Pradesh
Pilibhit,Uttar Pradesh
Pratapgarh,Uttar Pradesh
Rae Bareli,Uttar Pradesh
Rampur,Uttar Pradesh
Saharanpur,Uttar Pradesh
Sant Kabir Nagar,Uttar Pradesh
Sant Ravidas Nagar,Uttar Pradesh
Shahjahanpur,Uttar Pradesh
Shrawasti,Uttar Pradesh
Siddharth Nagar,Uttar Pradesh
Sitapur,Uttar Pradesh
Sonbhadra,Uttar Pradesh
Sultanpur,Uttar Pradesh
Unnao,Uttar Pradesh
Varanasi,Uttar Pradesh
Almora,Uttarakhand
Bageshwar,Uttarakhand
Chamoli,Uttarakhand
Champawat,Uttarakhand
Dehradun,Uttarakhand
Garhwal,Uttarakhand
Hardwar,Uttarakhand
Nainital,Uttarakhand
Pithoragarh,Uttarakhand
Rudraprayag,Uttarakhand
Tehri Garhwal,Uttarakhand
Udham Singh Nagar,Uttarakhand
Uttarkashi,Uttarakhand
Bankura,West Bengal
Burdwan,West Bengal
Birbhum,West Bengal
Cooch Behar,West Bengal
South Dinajpur,West Bengal
Darjeeling,West Bengal
Howrah,West Bengal
Hooghly,West Bengal
Jalpaiguri,West Bengal
Kolkata,West Bengal
Malda,West Bengal
Midnapore,West Bengal
Murshidabad,West Bengal
Nadia,West Bengal
North 24 Parganas,West Bengal
Purulia,West Bengal
South 24 Parganas,West Bengal
North Dinajpur,West Bengal
